JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459903.04117,10.118,0.007,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.167|CREFERR=0.049|CREFMAG=10.452|KMAG=11.178|KMAGINS=-8.441|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.501,0,1.376,Z,-9.167,-8.441,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.04183,10.126,0.009,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.171|CREFERR=0.049|CREFMAG=10.452|KMAG=11.189|KMAGINS=-8.434|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.497,0,1.380,Z,-9.171,-8.434,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.04249,10.121,0.007,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.223|CREFERR=0.049|CREFMAG=10.452|KMAG=11.177|KMAGINS=-8.498|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.554,0,1.384,Z,-9.223,-8.498,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.04314,10.083,0.007,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.213|CREFERR=0.049|CREFMAG=10.452|KMAG=11.126|KMAGINS=-8.538|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.581,0,1.389,Z,-9.213,-8.538,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.04378,10.083,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.206|CREFERR=0.049|CREFMAG=10.452|KMAG=11.145|KMAGINS=-8.512|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.575,0,1.393,Z,-9.206,-8.512,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.04446,10.088,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.169|CREFERR=0.049|CREFMAG=10.452|KMAG=11.138|KMAGINS=-8.484|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.533,0,1.397,Z,-9.169,-8.484,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.04510,10.092,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.194|CREFERR=0.049|CREFMAG=10.452|KMAG=11.145|KMAGINS=-8.501|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.555,0,1.401,Z,-9.194,-8.501,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.04576,10.085,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.206|CREFERR=0.049|CREFMAG=10.452|KMAG=11.143|KMAGINS=-8.515|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.573,0,1.406,Z,-9.206,-8.515,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.04641,10.104,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.218|CREFERR=0.049|CREFMAG=10.452|KMAG=11.150|KMAGINS=-8.519|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.566,0,1.410,Z,-9.218,-8.519,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.04707,10.099,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.215|CREFERR=0.049|CREFMAG=10.452|KMAG=11.156|KMAGINS=-8.511|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.568,0,1.415,Z,-9.215,-8.511,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.04772,10.090,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.168|CREFERR=0.049|CREFMAG=10.452|KMAG=11.150|KMAGINS=-8.470|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.530,0,1.419,Z,-9.168,-8.470,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.04838,10.098,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.187|CREFERR=0.049|CREFMAG=10.452|KMAG=11.157|KMAGINS=-8.482|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.541,0,1.424,Z,-9.187,-8.482,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.04904,10.087,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.180|CREFERR=0.049|CREFMAG=10.452|KMAG=11.141|KMAGINS=-8.491|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.545,0,1.428,Z,-9.180,-8.491,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.04970,10.078,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.162|CREFERR=0.049|CREFMAG=10.452|KMAG=11.131|KMAGINS=-8.483|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.536,0,1.433,Z,-9.162,-8.483,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.05035,10.079,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.193|CREFERR=0.049|CREFMAG=10.452|KMAG=11.136|KMAGINS=-8.509|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.566,0,1.438,Z,-9.193,-8.509,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.05100,10.094,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.212|CREFERR=0.049|CREFMAG=10.452|KMAG=11.144|KMAGINS=-8.520|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.570,0,1.442,Z,-9.212,-8.520,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.05166,10.084,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.205|CREFERR=0.049|CREFMAG=10.452|KMAG=11.144|KMAGINS=-8.513|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.573,0,1.447,Z,-9.205,-8.513,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.05230,10.075,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.200|CREFERR=0.049|CREFMAG=10.452|KMAG=11.135|KMAGINS=-8.517|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.577,0,1.452,Z,-9.200,-8.517,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.05296,10.073,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.211|CREFERR=0.049|CREFMAG=10.452|KMAG=11.142|KMAGINS=-8.520|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.589,0,1.457,Z,-9.211,-8.520,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.05362,10.081,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.218|CREFERR=0.049|CREFMAG=10.452|KMAG=11.130|KMAGINS=-8.540|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.589,0,1.462,Z,-9.218,-8.540,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.05427,10.067,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.149|CREFERR=0.049|CREFMAG=10.452|KMAG=11.126|KMAGINS=-8.475|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.534,0,1.467,Z,-9.149,-8.475,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.05494,10.069,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.189|CREFERR=0.049|CREFMAG=10.452|KMAG=11.130|KMAGINS=-8.511|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.572,0,1.472,Z,-9.189,-8.511,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.05559,10.075,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.205|CREFERR=0.049|CREFMAG=10.452|KMAG=11.129|KMAGINS=-8.529|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.583,0,1.477,Z,-9.205,-8.529,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.05640,10.074,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.179|CREFERR=0.049|CREFMAG=10.452|KMAG=11.127|KMAGINS=-8.504|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.557,0,1.483,Z,-9.179,-8.504,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.05706,10.067,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.173|CREFERR=0.049|CREFMAG=10.452|KMAG=11.128|KMAGINS=-8.497|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.558,0,1.488,Z,-9.173,-8.497,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.05771,10.072,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.171|CREFERR=0.049|CREFMAG=10.452|KMAG=11.135|KMAGINS=-8.489|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.551,0,1.494,Z,-9.171,-8.489,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.05836,10.078,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.161|CREFERR=0.049|CREFMAG=10.452|KMAG=11.134|KMAGINS=-8.479|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.536,0,1.499,Z,-9.161,-8.479,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.05902,10.074,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.211|CREFERR=0.049|CREFMAG=10.452|KMAG=11.134|KMAGINS=-8.529|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.589,0,1.504,Z,-9.211,-8.529,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.05968,10.076,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.174|CREFERR=0.049|CREFMAG=10.452|KMAG=11.132|KMAGINS=-8.494|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.550,0,1.510,Z,-9.174,-8.494,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.16699,11.170,0.002,,B,YBA,,111,,X28364CZ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.060|CREFERR=0.006|CREFMAG=11.510|VMAGINS=-9.400,0,1.817,Z,-9.060,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459903.16797,10.088,0.001,,V,YBA,,111,,X28364CZ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.740|CREFERR=0.020|CREFMAG=11.112|VMAGINS=-10.764,0,1.805,Z,-9.740,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459903.16872,9.425,0.002,,R,YBA,,111,,X28364CX,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.664|CREFERR=0.063|CREFMAG=10.854|VMAGINS=-11.092,0,1.797,Z,-9.664,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459903.16933,11.169,0.015,,B,PEX,,111,,X28357AJ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.218|CREFERR=0.006|CREFMAG=11.510|VMAGINS=-9.558,0,1.790,Z,-9.218,,,HD 251108,AAVSO,STD,,,,
2459903.16962,10.045,0.004,,V,PEX,,111,,X28357AJ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.906|CREFERR=0.020|CREFMAG=11.112|VMAGINS=-10.973,0,1.786,Z,-9.906,,,HD 251108,AAVSO,STD,,,,
2459903.16990,9.345,0.004,,R,PEX,,111,,X28357AJ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-9.792|CREFERR=0.063|CREFMAG=10.854|VMAGINS=-11.301,0,1.784,Z,-9.792,,,HD 251108,AAVSO,STD,,,,
2459903.17019,8.611,0.014,,I,PEX,,111,,X28357AJ,|OBSERVAT=PERTH OBSERVATORY|CMAGINS=-8.364|CREFERR=0.084|CREFMAG=10.609|VMAGINS=-10.362,0,1.781,Z,-8.364,,,HD 251108,AAVSO,STD,,,,
2459903.63958,10.1,,,Vis.,DMIB,K,10.1,10.5,X28357LB,with HD 251375 10.1,,,Z,,,,ASAS J060415+1245.9,AAVSO,STD,,,,
2459903.64374,11.188,0.007,,B,FPIA,,111,105,221120,MITTELMAN ATMOB OBSERVATORY |CMAGINS=-9.854|CREFERR=0.006|CREFMAG=11.510|KMAGINS=-9.912|KREFMAG=11.495|TAVER=2.52|TB_BV=0.0310|TB_BVERR=0.0070|VERR=0.005|VMAGINS=-10.200|VX=1.6771,1,1.677,Z,-9.854,-9.912,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459903.64524,10.005,0.008,,V,FPIA,,111,105,221120,MITTELMAN ATMOB OBSERVATORY |CMAGINS=-10.283|CREFERR=0.020|CREFMAG=11.112|KMAGINS=-10.916|KREFERR=0.049|KREFMAG=10.452|TAVER=2.52|TV_BV=-0.1310|TV_BVERR=0.0080|VERR=0.004|VMAGINS=-11.287|VX=1.6624,1,1.662,Z,-10.283,-10.916,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459903.64669,9.263,0.007,,R,FPIA,,111,105,221120,MITTELMAN ATMOB OBSERVATORY |CMAGINS=-10.486|CREFERR=0.063|CREFMAG=10.854|KMAGINS=-11.473|KREFERR=0.091|KREFMAG=9.879|TAVER=2.52|TR_VI=-0.1380|TR_VIERR=0.0070|VERR=0.003|VMAGINS=-11.954|VX=1.6485,1,1.648,Z,-10.486,-11.473,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459903.64821,8.610,0.009,,I,FPIA,,111,105,221120,MITTELMAN ATMOB OBSERVATORY |CMAGINS=-9.287|CREFERR=0.084|CREFMAG=10.609|KMAGINS=-10.564|KREFERR=0.116|KREFMAG=9.345|TAVER=2.52|TI_VI=-0.1510|TI_VIERR=0.0080|VERR=0.005|VMAGINS=-11.151|VX=1.6343,1,1.634,Z,-9.287,-10.564,,ASAS J060415+1245.9,AAVSO,STD,101,,,
2459903.723273,9.8724,0.0096,,V,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459903.723899,10.9969,0.0061,,B,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459903.72452,9.4531,0.0134,,SR,VJCA,,NA,,,COMPARISSON STARS AUTOMATICALLY DETERMINED BY ASTROSOURCE. MAGNITUDE IS CALIBRATED.,0,,Z,,,,HD 251108,,STD,,,,
2459903.823009,8.694,0.006,,I,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C =  9.345  K = 10.609,0,1.286,Z,18.027,19.381,,ASAS J060415+1245.9,VVS,STD,,,,
2459903.823171,8.680,0.006,,I,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C =  9.345  K = 10.609,0,1.286,Z,18.024,19.386,,ASAS J060415+1245.9,VVS,STD,,,,
2459903.823356,10.070,0.005,,V,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 10.452  K = 11.112,0,1.287,Z,17.701,18.410,,ASAS J060415+1245.9,VVS,STD,,,,
2459903.823507,10.057,0.005,,V,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 10.452  K = 11.112,0,1.287,Z,17.711,18.408,,ASAS J060415+1245.9,VVS,STD,,,,
2459903.823750,11.191,0.008,,B,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 11.495  K = 11.510,0,1.288,Z,18.368,18.414,,ASAS J060415+1245.9,VVS,STD,,,,
2459903.824028,11.178,0.007,,B,HMB,,000-BPM-314,000-BPM-315,X28356ID,STANDARD MAG: C = 11.495  K = 11.510,0,1.289,Z,18.379,18.426,,ASAS J060415+1245.9,VVS,STD,,,,
2459903.99459,10.078,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.259|CREFERR=0.049|CREFMAG=10.452|KMAG=11.154|KMAGINS=-8.558|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.633,0,1.183,Z,-9.259,-8.558,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.99527,10.064,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.272|CREFERR=0.049|CREFMAG=10.452|KMAG=11.148|KMAGINS=-8.576|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.660,0,1.185,Z,-9.272,-8.576,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.99594,10.072,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.273|CREFERR=0.049|CREFMAG=10.452|KMAG=11.152|KMAGINS=-8.573|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.653,0,1.187,Z,-9.273,-8.573,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.99659,10.067,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.273|CREFERR=0.049|CREFMAG=10.452|KMAG=11.148|KMAGINS=-8.577|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.658,0,1.189,Z,-9.273,-8.577,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.99725,10.066,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.272|CREFERR=0.049|CREFMAG=10.452|KMAG=11.158|KMAGINS=-8.566|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.657,0,1.191,Z,-9.272,-8.566,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.99789,10.075,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.272|CREFERR=0.049|CREFMAG=10.452|KMAG=11.155|KMAGINS=-8.569|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.648,0,1.193,Z,-9.272,-8.569,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.99856,10.077,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.280|CREFERR=0.049|CREFMAG=10.452|KMAG=11.159|KMAGINS=-8.572|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.655,0,1.195,Z,-9.280,-8.572,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.99922,10.087,0.004,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.278|CREFERR=0.049|CREFMAG=10.452|KMAG=11.160|KMAGINS=-8.571|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.644,0,1.197,Z,-9.278,-8.571,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459903.99987,10.085,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.267|CREFERR=0.049|CREFMAG=10.452|KMAG=11.167|KMAGINS=-8.551|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.634,0,1.199,Z,-9.267,-8.551,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.00052,10.084,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.293|CREFERR=0.049|CREFMAG=10.452|KMAG=11.169|KMAGINS=-8.577|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.662,0,1.201,Z,-9.293,-8.577,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.00118,10.087,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.323|CREFERR=0.049|CREFMAG=10.452|KMAG=11.157|KMAGINS=-8.618|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.688,0,1.204,Z,-9.323,-8.618,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.00185,10.083,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.293|CREFERR=0.049|CREFMAG=10.452|KMAG=11.160|KMAGINS=-8.584|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.661,0,1.206,Z,-9.293,-8.584,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.00250,10.074,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.286|CREFERR=0.049|CREFMAG=10.452|KMAG=11.150|KMAGINS=-8.588|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.664,0,1.208,Z,-9.286,-8.588,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.00316,10.080,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.280|CREFERR=0.049|CREFMAG=10.452|KMAG=11.149|KMAGINS=-8.583|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.653,0,1.210,Z,-9.280,-8.583,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.00381,10.073,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.300|CREFERR=0.049|CREFMAG=10.452|KMAG=11.162|KMAGINS=-8.589|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.679,0,1.213,Z,-9.300,-8.589,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.00447,10.080,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.281|CREFERR=0.049|CREFMAG=10.452|KMAG=11.150|KMAGINS=-8.582|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.653,0,1.215,Z,-9.281,-8.582,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.00513,10.086,0.007,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.291|CREFERR=0.049|CREFMAG=10.452|KMAG=11.154|KMAGINS=-8.589|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.657,0,1.217,Z,-9.291,-8.589,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.00579,10.086,0.007,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.305|CREFERR=0.049|CREFMAG=10.452|KMAG=11.153|KMAGINS=-8.604|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.671,0,1.220,Z,-9.305,-8.604,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.00645,10.080,0.008,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.299|CREFERR=0.049|CREFMAG=10.452|KMAG=11.170|KMAGINS=-8.582|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.671,0,1.222,Z,-9.299,-8.582,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.00711,10.075,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.266|CREFERR=0.049|CREFMAG=10.452|KMAG=11.162|KMAGINS=-8.556|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.643,0,1.224,Z,-9.266,-8.556,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.00777,10.071,0.005,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.268|CREFERR=0.049|CREFMAG=10.452|KMAG=11.139|KMAGINS=-8.580|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.649,0,1.227,Z,-9.268,-8.580,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.00843,10.066,0.007,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.297|CREFERR=0.049|CREFMAG=10.452|KMAG=11.138|KMAGINS=-8.612|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.683,0,1.229,Z,-9.297,-8.612,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.00909,10.089,0.007,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.295|CREFERR=0.049|CREFMAG=10.452|KMAG=11.162|KMAGINS=-8.585|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.658,0,1.232,Z,-9.295,-8.585,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.00975,10.091,0.007,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.255|CREFERR=0.049|CREFMAG=10.452|KMAG=11.163|KMAGINS=-8.544|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.616,0,1.234,Z,-9.255,-8.544,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.01042,10.089,0.006,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.286|CREFERR=0.049|CREFMAG=10.452|KMAG=11.174|KMAGINS=-8.564|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.649,0,1.237,Z,-9.286,-8.564,,ASAS J060415+1245.9,AAVSO,STD,0,,,
2459904.01108,10.086,0.008,,V,CCHD,,105,111,X28357AUH,|CMAGINS=-9.333|CREFERR=0.049|CREFMAG=10.452|KMAG=11.176|KMAGINS=-8.608|KREFERR=0.020|KREFMAG=11.112|OBSERVAT=SUPRA SOLEM OBSERVATORY|VMAGINS=-9.698,0,1.240,Z,-9.333,-8.608,,ASAS J060415+1245.9,AAVSO,STD,0,,,
